Date;Euro
30/06/2021 23:00:00;€ € 84,36
30/06/2021 22:00:00;€ € 96,01
30/06/2021 21:00:00;€ € 97,02
30/06/2021 20:00:00;€ € 98,97
30/06/2021 19:00:00;€ € 99,97
30/06/2021 18:00:00;€ € 97,07
30/06/2021 17:00:00;€ € 92,78
30/06/2021 16:00:00;€ € 87,36
30/06/2021 15:00:00;€ € 87,29
30/06/2021 14:00:00;€ € 92,43
30/06/2021 13:00:00;€ € 96,08
30/06/2021 12:00:00;€ € 98,92
30/06/2021 11:00:00;€ € 100,02
30/06/2021 10:00:00;€ € 102,89
30/06/2021 9:00:00;€ € 101,77
30/06/2021 8:00:00;€ € 102,63
30/06/2021 7:00:00;€ € 99,17
30/06/2021 6:00:00;€ € 87,95
30/06/2021 5:00:00;€ € 78,03
30/06/2021 4:00:00;€ € 74,03
30/06/2021 3:00:00;€ € 74,13
30/06/2021 2:00:00;€ € 75,63
30/06/2021 1:00:00;€ € 79,02
30/06/2021 0:00:00;€ € 80,82
29/06/2021 23:00:00;€ € 84,59
29/06/2021 22:00:00;€ € 94,97
29/06/2021 21:00:00;€ € 95,93
29/06/2021 20:00:00;€ € 96,76
29/06/2021 19:00:00;€ € 98,08
29/06/2021 18:00:00;€ € 95,47
29/06/2021 17:00:00;€ € 92,48
29/06/2021 16:00:00;€ € 89,00
29/06/2021 15:00:00;€ € 88,39
29/06/2021 14:00:00;€ € 90,02
29/06/2021 13:00:00;€ € 92,98
29/06/2021 12:00:00;€ € 95,25
29/06/2021 11:00:00;€ € 97,62
29/06/2021 10:00:00;€ € 99,14
29/06/2021 9:00:00;€ € 104,04
29/06/2021 8:00:00;€ € 105,95
29/06/2021 7:00:00;€ € 100,77
29/06/2021 6:00:00;€ € 93,79
29/06/2021 5:00:00;€ € 78,46
29/06/2021 4:00:00;€ € 74,52
29/06/2021 3:00:00;€ € 73,45
29/06/2021 2:00:00;€ € 74,98
29/06/2021 1:00:00;€ € 76,33
29/06/2021 0:00:00;€ € 81,03
28/06/2021 23:00:00;€ € 89,59
28/06/2021 22:00:00;€ € 97,49
28/06/2021 21:00:00;€ € 98,98
28/06/2021 20:00:00;€ € 116,45
28/06/2021 19:00:00;€ € 123,96
28/06/2021 18:00:00;€ € 99,62
28/06/2021 17:00:00;€ € 90,45
28/06/2021 16:00:00;€ € 84,96
28/06/2021 15:00:00;€ € 81,20
28/06/2021 14:00:00;€ € 76,40
28/06/2021 13:00:00;€ € 78,79
28/06/2021 12:00:00;€ € 86,74
28/06/2021 11:00:00;€ € 86,95
28/06/2021 10:00:00;€ € 89,70
28/06/2021 9:00:00;€ € 94,24
28/06/2021 8:00:00;€ € 98,49
28/06/2021 7:00:00;€ € 99,61
28/06/2021 6:00:00;€ € 90,41
28/06/2021 5:00:00;€ € 74,00
28/06/2021 4:00:00;€ € 68,40
28/06/2021 3:00:00;€ € 68,92
28/06/2021 2:00:00;€ € 70,20
28/06/2021 1:00:00;€ € 73,38
28/06/2021 0:00:00;€ € 81,20
27/06/2021 23:00:00;€ € 86,96
27/06/2021 22:00:00;€ € 92,91
27/06/2021 21:00:00;€ € 89,79
27/06/2021 20:00:00;€ € 78,87
27/06/2021 19:00:00;€ € 73,90
27/06/2021 18:00:00;€ € 52,12
27/06/2021 17:00:00;€ € 34,08
27/06/2021 16:00:00;€ € 22,75
27/06/2021 15:00:00;€ € 12,82
