Date;Euro
31/05/2022 23:00:00;€ € 227,98
31/05/2022 22:00:00;€ € 240,01
31/05/2022 21:00:00;€ € 247,51
31/05/2022 20:00:00;€ € 252,68
31/05/2022 19:00:00;€ € 246,79
31/05/2022 18:00:00;€ € 234,97
31/05/2022 17:00:00;€ € 200,00
31/05/2022 16:00:00;€ € 182,38
31/05/2022 15:00:00;€ € 182,08
31/05/2022 14:00:00;€ € 173,36
31/05/2022 13:00:00;€ € 184,07
31/05/2022 12:00:00;€ € 191,13
31/05/2022 11:00:00;€ € 182,58
31/05/2022 10:00:00;€ € 192,37
31/05/2022 9:00:00;€ € 225,90
31/05/2022 8:00:00;€ € 243,14
31/05/2022 7:00:00;€ € 247,77
31/05/2022 6:00:00;€ € 228,68
31/05/2022 5:00:00;€ € 195,99
31/05/2022 4:00:00;€ € 180,01
31/05/2022 3:00:00;€ € 177,02
31/05/2022 2:00:00;€ € 179,62
31/05/2022 1:00:00;€ € 183,00
31/05/2022 0:00:00;€ € 200,91
30/05/2022 23:00:00;€ € 227,50
30/05/2022 22:00:00;€ € 243,68
30/05/2022 21:00:00;€ € 266,46
30/05/2022 20:00:00;€ € 295,00
30/05/2022 19:00:00;€ € 291,14
30/05/2022 18:00:00;€ € 241,36
30/05/2022 17:00:00;€ € 225,70
30/05/2022 16:00:00;€ € 210,90
30/05/2022 15:00:00;€ € 202,29
30/05/2022 14:00:00;€ € 201,28
30/05/2022 13:00:00;€ € 207,50
30/05/2022 12:00:00;€ € 215,00
30/05/2022 11:00:00;€ € 229,77
30/05/2022 10:00:00;€ € 230,00
30/05/2022 9:00:00;€ € 232,92
30/05/2022 8:00:00;€ € 260,27
30/05/2022 7:00:00;€ € 257,95
30/05/2022 6:00:00;€ € 230,68
30/05/2022 5:00:00;€ € 195,74
30/05/2022 4:00:00;€ € 182,92
30/05/2022 3:00:00;€ € 184,50
30/05/2022 2:00:00;€ € 192,65
30/05/2022 1:00:00;€ € 194,72
30/05/2022 0:00:00;€ € 203,90
29/05/2022 23:00:00;€ € 214,96
29/05/2022 22:00:00;€ € 225,00
29/05/2022 21:00:00;€ € 224,97
29/05/2022 20:00:00;€ € 214,94
29/05/2022 19:00:00;€ € 201,38
29/05/2022 18:00:00;€ € 179,56
29/05/2022 17:00:00;€ € 150,00
29/05/2022 16:00:00;€ € 120,00
29/05/2022 15:00:00;€ € 121,59
29/05/2022 14:00:00;€ € 123,78
29/05/2022 13:00:00;€ € 133,49
29/05/2022 12:00:00;€ € 141,00
29/05/2022 11:00:00;€ € 145,06
29/05/2022 10:00:00;€ € 140,00
29/05/2022 9:00:00;€ € 140,08
29/05/2022 8:00:00;€ € 140,15
29/05/2022 7:00:00;€ € 138,37
29/05/2022 6:00:00;€ € 135,61
29/05/2022 5:00:00;€ € 141,32
29/05/2022 4:00:00;€ € 140,04
29/05/2022 3:00:00;€ € 150,00
29/05/2022 2:00:00;€ € 157,66
29/05/2022 1:00:00;€ € 158,07
29/05/2022 0:00:00;€ € 179,13
28/05/2022 23:00:00;€ € 154,29
28/05/2022 22:00:00;€ € 168,83
28/05/2022 21:00:00;€ € 164,37
28/05/2022 20:00:00;€ € 156,41
28/05/2022 19:00:00;€ € 122,69
28/05/2022 18:00:00;€ € 63,97
28/05/2022 17:00:00;€ € -5,00
28/05/2022 16:00:00;€ € 13,53
28/05/2022 15:00:00;€ € 18,84
28/05/2022 14:00:00;€ € -59,02
28/05/2022 13:00:00;€ € -10,00
28/05/2022 12:00:00;€ € -1,86
28/05/2022 11:00:00;€ € 13,06
28/05/2022 10:00:00;€ € 31,77
28/05/2022 9:00:00;€ € 51,56
28/05/2022 8:00:00;€ € 86,09
28/05/2022 7:00:00;€ € 104,57
28/05/2022 6:00:00;€ € 112,41
28/05/2022 5:00:00;€ € 103,72
28/05/2022 4:00:00;€ € 106,15
28/05/2022 3:00:00;€ € 103,94
28/05/2022 2:00:00;€ € 114,75
28/05/2022 1:00:00;€ € 120,12
28/05/2022 0:00:00;€ € 169,11
27/05/2022 23:00:00;€ € 102,00
27/05/2022 22:00:00;€ € 148,80
27/05/2022 21:00:00;€ € 117,00
